score,sentence1,sentence2
0,Russian parliament allows Putin to use military in Ukraine,Russia has no intention to incorporate southeastern Ukraine: FM
2,Bradley Manning acquitted of aiding the enemy,Wikileaks soldier Bradley Manning acquitted of aiding the enemy
0,G7 'to intensify Russia sanctions',Ukraine Fears Russian Invasion
2,Rock bands' plane makes emergency landing in Ill.,Rock Bands' Plane Makes Emergency Landing in Ill.
0,Russian Prime Minister On Second Day Of Crimea Visit,Russia warns against setting preconditions for Syria
2,Judge OKs force-feeding California inmates,U.S. judge approves force-feeding Californian inmates on hunger strik
2,Gang violence kills 16 in Venezuelan prison,Sixteen killed in Venezuela prison
2,"US Military Deaths in Afghanistan at 2,153",U.S. Military Deaths in Afghanistan
0,"Israel, Palestinians seek another meeting Monday: U.S. official",Palestinians: We Don't Want Kerry Mission to Fail
2,Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen poised to make landfall
2,"Seamus Heaney, Irish Poet of Soil and Strife, Dies at 74","Seamus Heaney, Irish poet and Nobel winner, dies at 74"
2,Bangladesh Islamists rally against atheist bloggers,Bangladeshi Islamists rally to demand action against atheist bloggers
2,Crash of Malaysia Airlines Flight MH17 in Eastern Ukraine,Malaysia Airlines plane crashes on Ukraine-Russia border
0,Suicide bomber kills 13 at restaurant in central Somalia,Suicide bomber kills at least 4 in Kabul
2,Anthony Weiner slips to fourth place in new poll,Weiner falls to fourth in new NYC mayoral poll
0,India accuses China of crossing de facto border,"Senate, House on collision course on border money"
1,Pregnant Sudan woman who married a Christian man sentenced to death for 'apostasy',Sudan frees Christian woman sentenced to death for apostasy
2,US top diplomat Kerry's wife rushed to hospital,US Secretary of State John Kerry‚Äôs wife rushed to hospital
2,Kerry pursuing 'quiet strategy' in Mideast peace process,Kerry meets Israeli leaders to push Mideast peace
2,North Korea says to restart nuclear reactor,North Korea Offers Talks: Complex May Re-Open
2,Egyptian court considers Mubarak‚Äôs release,Egypt court orders Mubarak release
0,"Suicide bomber kills eight, wounds 13 in Afghan capital - police",Suicide bomb kills 4 in Syrian capital's Old City
0,Boston bombing suspect charged in hospital bed,One week later: Boston honors bombing victims; suspect unable to speak
0,More rain hampers Indian flood rescue,US tourist gang-raped in northern India: Police
0,A look at major terror attacks in East Africa,UN Security Council slams deadly terrorist attack in Kenyan capital
0,Russia responds to Ukraine ceasefire,Cyprus probes Ukraine assets
2,Kim Jong-un Executed His 'Worse Than a Dog' Uncle,NKorea executes Kim Jong Un' uncle
0,Colourful support at World Cup in Brazil,Merkel to attend World Cup final
2,Mandela remains in hospital,Mandela remains in 'intensive care'
2,South Korea Ferry Crew Members Stand Trial,Sewol ferry crew faces trial
2,Egypt votes on new constitution,Egyptians Voting on New Constitution
1,US drone strike kills six in Pakistan officials,U.S. drone kills 4 militants in Pakistan
0,Vietnam detects signals from missing plane,China expands search area for missing plane
2,Cricket-England v Australia fourth test scoreboard,"Cricket-England 155-4 v Australia, fourth test - tea"
0,Birthday of DPRK to Be Celebrated in Peru,Curiosity Rover Celebrates 1 Year on Mars
1,Powerful 7.6 quake strikes off Solomons,Powerful 6.9 quake strikes off California coast
0,India Ink: Image of the Day: May 21,India Ink: Image of the Day: January 16
2,Australia leader ousted in snap leadership vote,Australian PM Gillard ousted in leadership vote
0,"Obama condemns Egypt violence, cancels military exercises",Pakistan condemns violence in Egypt
0,Argentina declares mourning for flood victims,Parents demands common forms for nursery admissions
1,Prince's christening a blend of old and new,"When is Prince George's christening? Baptism plan, royal baby's godparents and all the details"
1,"What the Papers Say, May 20, 2013","What the Papers Say, Nov. 19, 2013"
0,Google releases Nexus 5 phone with Kit Kat,Google redesigns search results on PCs
2,Bombing Aimed at Hezbollah Hits Southern Beirut,Explosion Hits Hezbollah Area South of Beirut
2,"U.S., allies to add sanctions against Russia over Ukraine",EU Slaps New Sanctions on Russia Over Ukraine
0,Factories that ran on Korean cooperation go silent,North and South Korea break their silence with talks
0,Chinese premier meets Indian vice president,Hezbollah urges to elect new Lebanese president
2,Algerian president in France for medical tests,Algerian president in France for medical tests after minor stroke
2,Islamists still holding some 30 hostages as Kenya mall standoff continues,Death toll rises as Kenya mall siege continues
2,Manchester City wins second Premier League title in three years,Manchester City win English Premier League title
2,Bodies of MH17 crash victims flown to Netherlands,MH17 dead flown back to Netherlands
2,Egypt policeman killed in Sinai attack,Egyptian soldiers killed in Sinai attack
0,Extension likely for Iran nuclear talks,Oil slips below $108 ahead of Iran nuclear talks
2,Fire kills 38 in Russian psychiatric institution,38 feared dead in Russian psychiatric hospital fire
0,Russia Warns It May Not Sign Landmark UN Arms Treaty,UN closes in on landmark arms treaty
0,Didier Reynders on Syria,Obama's day: Prime time on Syria
0,North Korea: experts call for dialogue ‚Äď and say China must play a part,North Korea cuts last ties with South by barring joint industrial park
0,China stocks open higher Monday,China stocks close lower on Thursday
0,Sony Xperia Z2 and Nokia‚Äôs X series unveiled,Court orders political ban on Italy‚Äôs Berlusconi
2,New coronavirus can probably can be passed person to person- WHO,WHO: New virus can probably pass person to person
2,Mandela back in hospital in ‚Äėserious but stable‚Äô condition,Nelson Mandela returns to hospital in ‚Äėserious but stable‚Äô condition
0,East Harlem explosion death toll rises,Mexico storm death toll continues to rise
0,Ukrainian Prime Minister resigns amid protests,British Prime Minister condemns murder of teens
0,Royal Hoax DJ Takes Action Against Station,Taliban bombs US base in Afghanistan
1,Arsenal v Stoke City ‚Äď live!,Tottenham v Manchester City ‚Äď live! 
1,"Business news and markets: as it happened, April 17, 2013","Business news and markets: as it happened, June 20, 2013"
2,"Iran, world powers begin new round of nuclear talks","Iran, world powers pledge new nuclear talks"
1,Tropical Storm Karen targets US Gulf Coast,Tropical Storm Karen weakens as it nears U.S. Gulf Coast
2,Workers killed in India building collapse,76 killed in Bangladesh building collapse
2,North Korea fires three short-range missiles,N. Korea fires short-range missiles
1,Car Bomb Kills 37 in Northwest Pakistan,Bomb kills three in northwest Pakistan
2,Malaysia Airlines loses contact with plane carrying 239 to Beijing,Malaysia Airlines plane vanishes on flight to Beijing
2,"Microsoft says to cut up to 18,000 jobs","Microsoft to cut 18,000 jobs in overhaul"
2,Malaysians vote in polls for stability or change,Malaysia elections: Malaysians vote with power at stake for first time
2,Fire destroys ancient Tibetan town in China,Fire destroys Tibetan town in China
2,Yahoo agrees to buy Tumblr for $1.1 billion cash,Yahoo to Buy Tumblr for $1.1 Billion
2,India starts voting in world's largest election,India voters kick off world‚Äôs biggest election
0,Car bomb in northern Syria kills at least 12,Syrian airstrikes kill at least 18 in Aleppo
1,Philippine quake death toll climbs to 73,Death toll in Philippines quake jumps to 85
0,Search ends for missing asylum-seekers,Search narrowed for missing man
0,Ukrainian President orders 7-day ceasefire in the east,Uganda's President Museveni agrees to sign anti-gays Bill
2,ICC Champions Trophy: India vs South Africa,Champions Trophy: India v South AfricaLive
2,Supreme Court takes on affirmative action in Michigan ban case,Supreme Court to hear Michigan affirmative action case
2,Headlines in major Iranian newspapers on Sept 30,Headlines in major Iranian newspapers on Nov 21
1,Cyclone leaves trail of destruction in India,Cyclone Phailin evacuation kept Indian villagers alive
0,Taliban kill 15 police in west Afghanistan,US drone kills two in eastern Afghanistan
2,Thousands rally to support embattled Tunisia government,Thousands gather to support Islamist government in Tunisia
2,South Africa's Mandela taken to hospital,Nelson Mandela taken to hospital
2,Updated - Two explosions near finish line of Boston Marathon,Two explosions at Boston Marathon finish line
0,At least two killed in southern Egypt clash,At least 18 killed in North Caucasus train station blast
2,Winter Storm Ion: State-By-State...,Winter Storm Janus: State-by-State...
2,Corpses Of 53 Men Found South Of Baghdad,Iraqi officials: 50 bodies found south of Baghdad
2,Bomb attacks kill 20 in Baghdad's Christian areas,Bombs Kill 35 in Baghdad Christian Area
2,China sets Bo Xilai trial date,China Bo Xilai trial in fourth day
0,Muslims prepare for start of Ramadan,Muslims pray for end to divisions
0,Japan scrambles jets against Russian military planes,"Separatists down Ukraine military plane, several dead"
0,Thousands of Britons claim dole in Germany,Thousands of white-clad Amsterdammers march for MH17
1,Suspected U.S. drone strike kills 5 in Pakistan,Suspected US drone targets Islamic seminary in Pakistan
0,Obama to sign up for Obamacare,Obama visits tornado hit Oklahoma
2,General Electric posts 9% profit drop for third quarter,GE posts 9% profit drop for third quarter
0,China yuan weakens to 6.1535 against USD,China yuan strengthens to new high against USD
2,Russia finds dead lawyer Magnitsky guilty in posthumous trial,Russia convicts dead lawyer Magnitsky in posthumous trial
1,'Trayvon could have been me',Trayvon Martin could have been ...
2,China sends largest fleet yet to disputed islands,China ships enter waters off disputed islands
2,Kerry's plan for restarting talks calls for release of 103 Palestinian inmates,"Kerry plan to include prisoner release, settlement freeze"
0,Police: Explosion in Belfast Cathedral Quarter,Explosion in Kabul a suicide attack in diplomatic area
0,"Syrians Protest against Erdogan in Paris, Venezuelans Stress Support to Syria",Turkey's Erdogan in Iran to mend ties after split over Syria
2,"Prime Minister to seek nuclear deal, investments during Japan visit",Manmohan hopes to clinch nuclear deal with Japan
0,US postpones missile test over N Korea tensions,Embassies staying put in N. Korea despite tension
2,Obama to meet privately with family of Nelson Mandela,Obama to meet with Mandela family
0,At least six dead in US shooting rampage,At least 20 dead in Somalia attacks
0,Gunmen kill 10 in Philippine political violence,Five killed in Philippines volcano eruption
2,Israel downs drone from Lebanon,Israel shoots down drone from Lebanon
0,Israel approves release of first group of Palestinian prisoners ahead of peace talks,Syrian opposition confirms participation in peace talks
2,Deadly clashes as Egypt marks anniversary,Violent clashes mark anniversary of Egypt uprising
0,NATO: 5 Americans killed in southern Afghanistan,Roadside bomb kills 3 policemen in southern Afghanistan
2,Conmen dressed as women steal cash,CCTV: York conmen dress as women to trick pensioners
2,Cleveland Kidnapper Ariel Castro Found Hanged in Prison Cell,Cleveland kidnapper Ariel Castro found hanging in his cell
2,Google Unveils Prototype Self-Driving Car,Google Unveils Concept Self-Driving Car
0,Bangladesh garment factory fire 'kills 8',Bangladesh garment factory collapse kills 149
2,US seeks to reassure wary Gulf allies over Iran deal,Hagel seeks to reassure jittery Gulf allies after Iran deal
0,Ukraine hosts ‚Äėunity talks‚Äô,Pope hits out at ‚Äėwar to sell arms‚Äô in Syria
1,Pakistan's Musharraf Under Arrest in Bhutto Assassination,Pakistan's Musharraf arrives at court for first time
1,Trial Date Set for Egypt's Muslim Brotherhood Chief,Syria's Muslim Brotherhood faces uphill battle
0,Red panda‚Äôs short-lived zoo escape,India‚Äôs march to Mars
0,Israeli doctors could be tried abroad for force-feeding Palestinian prisoners,Israel's West Bank control 'costing Palestinian economy billions'
2,Washington Pot Shops Prepare for Historic Sales,Washington pot shops prepare for historic sales
2,Rio airport workers strike on eve of FIFA World Cup,Rio de Janeiro airport workers strike on eve of World Cup
0,Son of top Muslim Brotherhood leader killed,Egypt arrests Muslim Brotherhood leader Badie
2,"Iran, six global powers sign landmark nuclear deal","Iran, six world powers clinch breakthrough nuclear deal"
1,Hot-Air Balloon Catches Fire in Virginia,Hot Air Balloon 'Catches Fire And Crashes'
1,"Quotes from leaders, family at Mandela memorial",World unites for Mandela memorial
0,Mumbai Indians puts T&T in its place,Indonesians vote for president in tight race
2,KL shares remain higher mid-afternoon,KL shares continue uptrend mid-afternoon
1,"What the Papers Say, Nov. 20, 2013","What the Papers Say, Oct. 10, 2013"
2,Amazon launches new device for streaming video,Amazon unveils new Fire TV streaming video box
0,Palestinian President Receives Jordanian Foreign Minister,Palestinian arrested for sexually harassing young girls
0,Obama nominates new transportation secretary,Obama To Meet Embattled Veterans Secretary
0,China yuan weakens to 6.1059 against USD,China yuan strengthens to 6.1070 against USD Friday
0,French raid wine cellar for austerity auction,US praises Ukraine deal; calls for concrete action
0,"US, Russia agree on seizure of Syria chemical weapons",Syrian rebels skeptical of chemical weapons deal
0,S Korea MPs to visit Kaesong complex,S. Korea demands talks with N. Korea on closed factory
0,Algerian priest to lecture about Christian heritage in N. Africa,Telstra applies to list China site in NY
2,Headlines in major Iranian newspapers on April 5,Headlines in major Iranian newspapers on August 18
0,Implications of Palestinian reconciliation,Belgian king to address nation amid abdication speculation
2,Hijacker arrested after plane lands at Geneva Airport,Hijacked aircraft lands in Geneva
2,PCB appoints Waqar Younis as head coach,Waqar Younis back as Pakistan coach
1,US makes case for action against Syria,Saudi Urges U.N. Action against Israel Strikes on Syria
0,Ankara protesters clash with police,Peru protesters clash with police
1,"49 killed, 148 wounded in violent attacks in Iraq","15 killed, 90 wounded in fresh attacks in Iraq"
0,Puerto Rican arrested for production of child pornography,Indian guru arrested on suspicion of rape
0,Ukraine signs EU trade pact as Russia finalizes Crimea annexation,"Ukraine's top court dismisses Crimea's independence as ""unconstitutional"""
0,Assad warns Turkey of 'heavy price' for backing Syrian rebels,Cabinet at war over arming Syrian rebels
0,Indian stocks close lower,Hong Kong stocks close 2.33% higher
1,"19 killed, 42 wounded in violent attacks in Iraq","43 killed, 86 wounded in attacks in Iraq"
2,Indian rape accused face verdicts,Indian rape accused found guilty
2,Iran nuclear deal agreed at talks,Iran Nuclear Deal Sealed After Decades-Long Dispute
0,Egyptian military spokesman denounces incitement against army,Labor ministry announcement due on Monday
2,Snowden sees 'no chance' for US fair trial,"Snowden sees ""no chance"" to get fair trial in U.S."
1,Headlines in major Iranian newspapers on Dec 30,Headlines in major Iranian newspapers on July 6
0,Dozens injured in Connecticut train collision,Indian minister killed in head-on collision
2,Queen visits Britain's new prince,Queen meets Britain's new baby prince
0,Ukraine: Three Killed In Parliament Protests,Ukraine President Calls Talks To End Protests
2,Ride operator charged in N.C. fair accident,N.C. State Fair ride operator arrested after accident
2,Transcript reveals confusion over evacuation of South Korean ferry,Transcript Reveals Confusion Over Ferry Evacuation
0,Fallen US firefighters brought home,Wall Street ends slightly lower
2,Syria Regime Agrees to Attend Peace Conference,Russia: Syria Agrees to Participate in Conference
2,UK vote rejects military action,Britain rejects Syria military action
2,New Zealand set to legalise gay marriage,New Zealand votes to legalise same-sex marriage
2,Singapore stocks end up 0.37 pct,Singapore stocks close 0.41 pct higher
0,Venezuelan president to visit China,Senegalese president to visit China
2,Cairo protesters defy crackdown threat,"In Cairo Camps, Protesters Dig in and Live On"
2,Missing plane search turns to Vietnamese islands,Missing Malaysia Airlines plane 'crashes off Vietnam'
0,Official of Malaysia Airlines briefs relatives of missing flight passengers about search progress,Malaysia Airlines investigating co-pilot on missing flight
1,Stars pay tribute to Cory Monteith,Stars pay tribute to James Garner
2,Los Angeles airport worker charged with making 9/11 threats,Los Angeles airport worker charged over 9/11 threats
1,"The Note's Must-Reads for Friday May 24, 2013","The Note's Must-Reads for Friday, August 23, 2013"
2,Cristiano Ronaldo hat-trick fires Portugal to 2014 World Cup finals,Ronaldo hat-trick fires Portugal to World Cup
2,Britain's Prince Philip set for 'exploratory' surgery,UK's Prince Philip hospitalized
2,"Japan starts hearing on sales tax, ex-bank deputy urges gradual rise",Japan starts hearings on proposed tax hike
0,"Three bomb attacks kill six soldiers, one civilian",School bomb attack kills two in southern Thailand
2,Italian pilgrims die in bus plunge,Passengers dead in Italy bus plunge
2,Strong new quake hits shattered Pak region,Powerful new earthquake hits shattered Pakistan region
2,Syrian opposition offers Assad truce in Homs for duration of Ramadan,Syrian opposition offers Assad's forces truce for duration of Ramadan
1,At least 20 dead in Somalia attacks,At least 60 die in Iraq prison attack
2,Westgate mall attackers spent four months planning in Nairobi,"Westgate attackers spent four months planning in Nairobi, says official"
2,U.N. Security Council calls for humanitarian ceasefire in Gaza,U.N. Security Council Calls for Unconditional Cease-Fire in Gaza
0,"6.3-magnitude quake hits Honshu, Japan: CENC",6.7-magnitude earthquake jolts Taiwan: CENC
1,Chinese shares close higher Tuesday,Chinese shares close lower on Wednesday
1,Car Bombs Kill 58 in Iraqi Capital,Car bombings kill 13 civilians in Iraqi capital
1,Ukrainian protesters back in streets for anti-government rally,Ukraine protesters topple Lenin statue in Kiev
1,"Canadian freight train blast death toll hits three, to rise",Canadian government 'monitoring' train blast situation
1,Nigel Farage calls on Government to let Syrian refugees into UK,'No plans' to resettle Syrian refugees in the UK
0,Israel's Peres urges return to peace talks,Gonsalves keeps up pressure on Dom Rep
0,China yuan strengthens to 6.1184 against USD Tuesday,China yuan weakens to 6.1510 against USD
0,Radio: Israel set to increase Palestinian prisoner release,US: Israel to delay Palestinian prisoner release
1,Morsi's supporters reject plan,Morsi supporters march in Egypt
0,Egypt court sentences 10 Brotherhood supporters to death - sources,Turkish PM tells supporters to prepare for rallies
0,Obama condemns killing of 3 Israeli teens,Bodies of missing Israeli teens found in West Bank
0,"Men tried to behead soldier on London street, court hears",Australia spied on Indonesia president: reports
2,Ukraine protesters rebuild barricades,"Putin speaks on Ukraine, protesters rebuild barricades"
1,Mel Smith dead at 60 and UK mourns a comedy favourite,Griff Rhys Jones: Mel Smith was 'a force for life'
0,"Three dead, 63 hurt as New York buildings collapse","Two dead, nine hurt in French building collapse"
0,Chinese shares close higher Tuesday,Chinese stocks close lower Thursday
2,India Ink: Image of the Day: July 2,India Ink: Image of the Day: March 4
2,Asian Muslims celebrate Eid as 14 killed in Afghanistan,"Asian Muslims celebrate Eid as 52 die in Pakistan, Afghanistan"
0,Russian coal mines seek new outlets in China,Russian foreign minister to meet UN chief
0,Ukraine‚Äôs pro-Russia protesters demand greater autonomy,Sudanese protesters demand the regime's ouster
2,Iraq army fights to retake Tikrit,Iraq army claims victory in Tikrit
0,Iran condemns alleged Israeli airstrike on Syria,Democrats Face Divide Over a Strike on Syria
1,Israel agrees to extend Gaza truce by four hours,"Israel, Hamas reportedly agree to 12-hour truce"
2,Fire at South Korean bus terminal kills 5,S Korea bus station fire kills seven
2,"Four civilians, three NATO soldiers killed in Afghanistan",Three NATO soldiers killed in Afghanistan
0,Protesters swamp streets to reclaim revolution,Egypt: Protesters storm Muslim Brotherhood's HQ
1,Tokyo stocks open down 0.24%,Tokyo stocks open up 0.52%
2,Australia returns asylum seekers to Sri Lanka in sea transfer,Australia: Australia hands asylum-seekers back to Sri Lanka
0,Shankill blast victims to be remembered,Crocodile victim's body recovered
0,118 people killed in twin blasts in Nigeria,Ten killed in new blast in Russia
2,Glee star Cory Monteith found dead in hotel room in Canada,'Glee' star Cory Monteith found dead
0,"Yolanda death toll climbs to 3,621",Kenya Red Cross says death toll rises to 68
0,Tokyo stocks close up 0.13pc,Tokyo stocks close 0.75pc down
2,Iran says ready for fresh round of nuclear talks,Iran's Khamenei renews support for nuclear talks
2,Clashes continue between police and protesters in Turkey,"Turkish police fight protesters, clear square"
0,Those refused medical cards urged to contact HSE,HSE boss defends medical-card plan
0,World‚Äôs largest building opened in west China,Italy‚Äôs centre-left splinters in presidential vote
0,Israeli lightly hurt by stones in West Bank,Israeli troops kill Palestinian in West Bank raid
2,Death toll from Egypt protests rises to 49,Death toll from Egypt violence rises to 638
2,Syrian opposition agree to landmark peace talks,Syria opposition pressed to attend talks
0,Poverty stats doubt Modi's development claims,GM to start taking recall compensation claims Aug 1
0,Pro-Russia rebels to hold vote in Ukraine,Syria rebels: We killed Hezbollah men in Lebanon
1,Georgians vote for new president,Ally of Georgia's billionaire PM to be president -exit polls
2,"MERS respiratory illness found in U.S., officials confirm","First case of MERS, a SARS-like respiratory illness, reported in North America"
2,EU declares Hezbollah's military wing terror group,EU puts Hezbollah military wing on terror list
0,Germany welcomes Iran nuclear agreement,Syria welcomes Iran's nuclear deal
1,"What the Papers Say, June 25, 2013","What the Papers Say, Aug. 19, 2013"
2,Gunmen kill nine foreigners in Pakistan,Gunmen kill nine tourists in Pakistan
0,2 Indian traders stranded in China sent back home,46 Indian nurses stranded in Iraq return home
2,California governor declares drought emergency,California governor declares drought emergency as wildfires continue to burn
0,Peace talks with Palestinians would take months: Israel official,3yo Palestinian girl killed in Israeli raid
0,17:02 23 killed in Iraq car bombings,11 children killed in Syria bombings
0,"Two dead, more trapped in latest Mumbai building collapse",Two are trapped as US building collapses
0,Air strikes kills dozens in northern Syria,Ukraine will not give 'an inch' over Crimea
0,Chinese tourist abducted from Malaysia,China returns 10 children abducted from Vietnam
1,UN inspectors hail progress over Syria chemical weapons,U.S. has not concluded Syria used chemical weapons -White House
0,Two arrests made after protest against Nigel Farage,Kerry vows progress after latest intensive Mideast trip
1,Gunmen kill 15 Libyan soldiers,Gunmen kill 3 Lebanese troops near Syria
2,Pictures show completed Costa Concordia operation,Timelapse of Costa Concordia operation
2,Iran Nuclear Talks Enter Third Day,Iran nuclear talks enter crucial third day
2,Protesters gather in Brazil despite concessions,Protests sweep Brazil despite concession
2,Australian PM Kevin Rudd calls election for 7 September,Australian PM Rudd calls Sept. 7 poll
2,Iran nuclear talks expected to resume this week,UK: Iran nuclear talks at a serious point
1,Bangkok tense on Thai election eve,Bangladesh: Crackdown Escalates Ahead of Election
0,China ‚Äėwill protect interests‚Äô of foreign business,Obama in ‚Äėdirect‚Äô confrontation with Putin on Ukraine
2,D.C. Votes to Decriminalize Marijuana,DC votes to decriminalize pot
0,Many dead as asylum boat sinks off Australia,Mandela spends third day in hospital
1,North Korea's Kim hails execution of powerful uncle,North Korean intrigue: The execution of power
2,Margaret Thatcher dies after stroke,Margaret Thatcher dies at 87
1,"Chinese president arrives in Netherlands for state visit, nuclear summit",Chinese president arrives in Venezuela for state visit
1,Israel sanctions Palestinians in new blow to peace talks,Israel to release Palestinian prisoners as part of deal to revive peace talks
2,UK Sky News cameraman killed in Egypt,Sky News Cameraman Killed In Egypt
2,Stocks rise in early trading,Stocks inch higher in early trading
0,FBI audio expert testifies in Zimmerman trial,Jury selection begins in Zimmerman's trial
2,Iranian nuclear talks to be extended to November,Iran nuclear talks extended to November 24
0,Boston bombing suspect to appear in court,Boston bombing suspect buried
2,Death toll in India building collapse hits 42,Toll from India building collapse hits 25
0,Obama announces creation of twin manufacturing hubs,US stocks retreat on manufacturing data
2,Five charged with terrorism offences,Five People Charged With Terror Offences
0,President Obama reveals plans to withdraw troops from Afghanistan by 2016,US Government Shutdown: Obama tells Republicans to lift threat to US economy if they want talks
1,"US, NATO Raise Doubts Russia Pulled Back from Ukraine Border","No Sign of Russian Withdrawal From Ukraine Border, Official Says"
2,FTSE Bursa Malaysia update: 11.30am,FTSE Bursa Malaysia update: 3.00pm
1,Glasgow Helicopter Crash Search Ends,Glasgow Helicopter Crash: Woman PC Is Victim
2,Quotations in the News,Quotations of the day
0,Philip leaves hospital after 11 days,Mandela leaves hospital after 10 days
2,Bone fragment 'could be King Alfred',Remains in Winchester could be King Alfred the Great
2,Israel frees second group of Palestinian prisoners,Israel releases 26 Palestinian prisoners
2,Two skydivers dead after colliding during US jump,Two skydivers dead after colliding during jump in Arizona
2,'Iron Man' jetpacks spark concerns in Hawaii,'Iron Man' Jetpacks Spark Concerns
2,Israel frees Palestinian prisoners,Israel releases 26 Palestinian prisoners
1,France Says Won't 'Shirk Responsibilities' in Syria,France urges EU to be united on Syria
2,"Boston bombing suspect identified on surveillance video, no arrest","Boston bombing suspect was under FBI surveillance, says mother"
2,China's anger at N. Korea overcomes worry over US,China's anger at North Korea overcomes worry over U.S. stealth flights
1,China yuan strengthens to new high against USD,China yuan weakens to 6.1705 against USD
2,Man held after teen shot in Belfast,"Man, 40, arrested after shooting"
0,Police stop Maldives presidential election,Keita Wins Mali Presidential Election
2,Indian army kill 3 militants in Indian-controlled Kashmir,Indian troops kill militant commander in Indian-controlled Kashmir
0,Car bomb kills 20 in northwest Syria,Car bomb kills 40 in northwest Pakistan
0,Iran ups oil swap with eastern neighbors,Iran urges rapid release of diplomat
0,Turkey president appeals for calm,Texas house provisionally approves abortion law
1,North Korea test fires 30 missiles into the sea,N Korea 'fires 100 shells' into the sea
1,Man dies in Co Donegal house fire,Woman dies in Co Cork house fire
0,"Doha gas blast kills 12, injures dozens","Syria missile kills 26, including 8 kids"
0,Polling stations open at Ukrainian presidential election,Nominations open for e.TV Ghana Most Influential Awards
1,India Ink: Image of the Day: April 21,India Ink: Image of the Day: May 2
2,Two French journalists killed in Mali,France confirms two French journalists killed in Mali
2,Gunmen kill nine tourists in Pakistan,Gunmen Attack Hotel In Remote Pakistani Province
2,Israel and Hamas to observe brief Gaza truce,Israel And Hamas 'Accept Temporary Truce'
0,China's troubled Xinjiang hit by more violence,China's online population rises to 618 mln
2,Relatives scuffle with police after China fire kills 120,Angry families demand answers after China plant fire kills 119
1,Iran rejects claim on chlorine bombs,Iran rejects MKO claim on nuclear site
2,India Minister's wife died 'unnatural death' after affair rumours,Minister's wife's death 'unnatural'
0,"3 dead, 1 hurt in shooting at S Carolina oceanfront motel","4 dead, 30 injured in train collision near Moscow"
0,Burial of Boston bombing suspect appears legal,'Ready to go home:' Last Boston bombing victim leaves the hospital
0,5 killed in S China road cave-in,02:41 156 killed in China earthquake
0,South Africa president: Mandela is improving,Afghan president delays signing US deal
0,"World News Update, what you need to know",Labour's 50p tax rate: what you need to know
0,Syrian civil war in photos,Syrian civil war peace talks at risk from Iran invitation
0,Abdullah Widens Lead in Afghan Presidential Poll,Explosions heard near Afghan presidential palace
2,Imran blames rival for colleague murder,Pakistans Imran blames rival for killing party member
1,Bangladesh Honors Factory Victims,Retailers back Bangladesh factory safety pact
2,Man Who Set Himself on Fire on National Mall Has Died,"Man Sets Himself on Fire on National Mall, Flown to Hospital"
2,Japan defends dolphin hunt after US criticism,Japan defends dolphin hunts after criticism from US
0,"Bomb blast rocks shopping mall in Nigeria, 12 killed",Bomb blasts before Indian opposition rally kill 4
2,"Philippines typhoon death toll at 4,460: UN","Philippines typhoon death toll rises above 5,000"
0,Police fire teargas on Venezuelan vote protesters,Chavez heir Maduro wins Venezuela's presidency
0,Wave of attacks kills at least 95 in Iraq,Suicide attack kills at least 12 in northern Iraq
2,Top Chinese political advisor meets Greek PM,Top Chinese political advisor meets Yemeni president
2,Palestinian diplomat injured in explosion in Prague,Palestinian ambassador injured in apartment blast
2,Ukraine leader pledges crisis talks,Ukraine Leader Pledges Crisis Talks
2,7 killed in attacks in Iraq,16 killed in series of attacks in Iraq
0,US military presence in East Asia,NATO ups military presence amid Russian threat
2,US believes Syrian government used chemical weapons,US suspects Syria used chemical weapons
2,World powers and Iran to resume expert nuclear talks on Dec. 30,"Iran nuclear experts, world powers to resume talks next week"
0,Egypt's Muslim Brotherhood Refuses to Back Down,Egyptian court sentences Muslim Brotherhood leader to life in prison
1,"At least 6 dead in Canada bus, train crash",At least 6 dead in Paris train crash
0,"Chinese president meets Greek PM, calling for stronger partnership",Chinese president meets Indian vice president
2,AstraZeneca pays $4.1bn to buy Bristol-Myers Squibb out of diabetes alliance,AstraZeneca to buy Bristol out of diabetes venture for up to $4.1 billion
0,Italian fugitive arrested in Dominican Republic,Australian icebreaker arrives in East Antarctica for new rescue bid
0,"India, US to hold talks on China next week",Egypt to hold more talks with IMF on loan next week
2,Israel Carrying Out Ground Offensive In Gaza,Israel Launches Ground Offensive In Gaza
2,"Ehud Olmert, former Israeli prime minister, sentenced to six years in jail for corruption",Ehud Olmert sentenced to six years in Israel
2,Brahimi apologises to Syria over lack of peace progress,Mediator apologizes to Syrians for lack of peace progress
0,Egyptian protesters issue Morsi resignation ultimatum,Ukraine protesters battle police in new clashes
0,5 Things to Know About the Sochi Olympics,7 Things to Know About Ethanol
1,China stocks open lower on Wednesday,China's stocks close lower on Monday
2,US delays missile test as tensions rise,William Hague: US decision to halt missile test 'sensible'
2,Fire in Beijing kills 10,Fire in Beijing kills ten
2,"India, China ink border pact; 8 other agreements","India, China ink agreement on trans-border rivers"
2,Venezuela expels three U.S. diplomats,Venezuela Expels 3 U.S. Diplomats
2,"Heavy smog hits north China city, flights cancelled","Heavy Smog Hits North China City, Flights Canceled"
0,Russia claims to have foiled possible terror act,Russia says ballistic 'objects' fired in Mediterranean
0,3 Chinese tourists killed in Pakistan,Seven kidnappers killed in southern Nigeria
