score,sentence1,sentence2
2,A black and white image of a cat laying on a rug.,Black and white picture of a cat laying on a rug.
2,A large jet on the ground at the airport.,A large airplane parked at the airport at night.
0,Two women are sitting in a cafe.,Two men catching a fish in a swamp.
2,Eight bottles of Harp lager lined up on the floor.,Eight bottles of Harp beer lined up on a wooden floor.
0,A small child smiling at the camera.,A cat looking at the camera.
1,A woman riding a brown horse.,Person dressed in blue riding brown horse.
2,photo of a television screen showing a movie.,The wall-mounted flat-screen TV is showing a movie.
2,A bird perched on a flowerpot.,Bird perched on a flowerpot beside a stucco wall.
2,White cat sitting inside of a sink.,Grey and white cat sitting in bathroom sink.
2,Young woman in riding gear on top of horse.,Young girl in riding gear on a horse.
2,Two people are sailing a small boat.,Two women in a sailboat.
2,A small bird on a tiny branch.,A small bird perched on an icy branch.
0,Two animals sitting on a rock.,Two eagles sitting on a long branch.
2,Two cats sit on the back of a couch looking out the window.,Two cats are sitting on the back of a couch and looking out the window in a sea photo.
2,Two young women shear a sheep.,Two women sheering a sheep.
2,The young rider takes a ride on the brown horse.,A young female rider on a brown horse.
2,Six people are seated at a restaurant table and looking into the camera.,A group of people sitting at a restaurant table.
2,Little white lamb with nose to wood.,A white lamb with its nose against a wooden box.
2,A young girl riding a white and grey horse.,a little girl is riding a white and grey horse.
2,A black dog stands next to materials at a construction site.,A black dog standing in a room being constructed.
2,A bird is flapping its wings in the water.,A black swan flapping its wings on the water.
2,A black and white cat lying on a blanket.,A black and white cat laying on a cat bed.
2,Young woman in riding gear on top of horse.,The woman is riding on the brown horse.
2,A plane being readied for take-off.,A small turboprop plane being loaded on the tarmac.
0,A white leather couch with a purse and throw blanket on it.,A television with a show on.
2,A kitchen with wooden cabinets and furniture.,Kitchen with wooden table and cabinets.
0,The cat is attacking a corn husk broom.,Grey and white cat sitting in bathroom sink.
2,A couple holds a baby.,Couple with newborn baby.
2,A small bird eating from the feeder.,Bird eating from a bird feeder.
2,Close up of a white sheep with a black head.,A close-up of a sheep with a black head.
2,A young boy laying on a sofa with a dog.,A small boy laying on a sofa with a dog.
2,A red bird is perched in a tree.,A small red and grey bird perched in a tree.
0,Two buses parked on a street.,Yellow scooter parked in an alley way.
0,A black and white dog looking at the camera.,"A grey, black, and white cat looking at the camera."
2,A train is on the railroad tracks.,A train on the train tracks.
2,Large silver locomotive engine in a shed.,A close-up of a silver train engine with a red stripe.
1,A women sitting at a table drinking with a basketball picture in the background.,A woman in a sari drinks something while sitting at a table.
2,A green steam engine traveling on the railroad tracks.,A black steam train traveling on the railroad tracks.
2,A small red car on top of a semi truck.,Red sports car on top of white semi truck.
2,The man poses for a photo in front of the train.,A man stands on a platform in front of a silver train.
2,A bicyclist in black on a black and red racing bike.,A cyclist in black and white lira speeding past spectators.
2,A kitchen sink and countertop with bowls on shelves.,A small kitchen with items stacked on the shelves and on the counter.
2,A television in a messy room with several bookcases.,"A room with a television, stereo and bookshelf."
1,A black and white cat sleeping on its side on a purple blanket.,A black and white cat laying on the ground in the sun.
2,A woman riding a bicycle on a large concrete area.,A women riding a mountain bike on a large concrete area.
1,Two cows standing in a large field.,The cow is grazing in a field.
2,A bald man touches the nose of a black horse on the other side of a fence.,A bald man with a beard pets the nose of a black and white horse at the fence.
2,A man is standing next to a yellow sports car.,A man stands next to a yellow Corvette.
2,a black and white photo of cows in their stalls.,A black and white photo of cattle at a trough.
2,Double decker bus with the London Eye ferris wheel in background.,a brown double decker tour bus on a street with a ferris wheel behind it.
0,A yellow and black bird eats from a bird feeder.,A flock of birds flying over a body of water.
2,A man stands in front of a train.,A man stands on a platform in front of a silver train.
2,A small plane parked at an airfield with a cloudy sky overhead.,A small white plane parked in an airport on a cloudy day.
2,A boat is on the water near a small plane.,A boat is in the water and a small airplane is on the dock.
0,A man riding a white horse in an arena.,A domestic animal stands in a pen.
2,A Macintosh computer sitting on the floor.,a computer on the floor.
0,A black and white cat is sitting on a brown chair looking up.,A dog sitting on a yellow chair next to a green dumpster.
1,sheep standing in afield.,A large dog stands next to a sheep in a field.
2,Group of elderly people sitting around a table.,A group of elderly people pose around a dining table.
1,Three women with brown hair are smiling.,Three women in Indian dresses in a crowded room smiling.
0,A black and white photo of an empty train station.,A black and white photo of a cat sitting on a sofa.
0,Two dogs in a fenced kennel look ahead.,Two girls on a guy posing on the bow a boat.
0,A black and white cow looking through the fence.,A black and white cat laying on the ground in the sun.
0,Several people on motorcycles in a market square.,People ride mopeds in an urban setting.
0,A close-up of a sheep in the grass.,"A close-up of a lamb with its ear tagged, standing on grass."
0,Domestic cat laying on back of cat litter.,Tan domestic cat under black tarp.
2,Two green birds fly towards a wooden telephone pole.,Two green birds flying above the telephone wires.
2,A person sitting on a motorcycle while a man stands by.,A man stands next to a helmeted man on a motorcycle in an empty parking lot.
1,Three cows grazing in a field.,Two cows graze in a field.
2,A blue bird perched on a gloved hand.,A bird is perched on a person's gloved hand.
2,A baby holds a ketchup packet.,A baby in a highchair holds a ketchup packet.
2,A close-up view of a horse's head.,A close-up of a brown horse's head.
2,A train is at a train station.,a train in a station.
2,A dark brown horse standing in a field.,Horse standing in a field.
0,A small cat laying on a wooden beam looking up at the camera.,The small dog is wearing a sweater and looking up at the camera.
1,The black bird is sitting on the ground.,The bird is sitting on the branch.
0,A small brown birds is eating from a bird feeder hanging from a tree.,A small red and grey bird perched in a tree.
2,A pair of dogs playing with a purple ball.,Two dogs play with purple football.
0,a bird lands in the water.,a boat floats in the water.
2,Three children stand on or near a fence.,The three children are standing on and by a fence.
2,A black dog emerges from the water with a white ball in its mouth.,a black dog walking out of the water with a white ball in his mouth.
0,A girl in a purple shirt and pink headband posing,A young girl wearing a hat and blue jeans is on a swing.
0,A brown dog digging a hole in front of a plant,A group of people walking on the side of a railroad track.
2,The brown and white dog swims in a swimming pool.,A brown and white dog swims in a backyard swimming pool.
0,A boy in a red sled is riding down the hill.,A multicolour dog in a red collar crouching on the grass.
2,A black and brown dog runs through the woods.,A dog running through the woods.
2,The two dogs are running on the grass.,Two dogs are playing in the grass.
0,A young girl holds up a peace sign.,A little girl holds onto a pole on a city street.
0,A man is hanging by a line off a cliff above water.,Man sitting by himself on a pier with a bottle of water.
2,A man crouching and holding a camera.,The crouching man is holding a large camera.
1,Man riding a bicycle down a narrow path.,A man riding a unicycle down a paved road
0,A man wearing an orange coat speaks to another as they walk in the snow.,A man and woman dressedin old fashion clothing sit outside at a table.
2,A dog is jumping up in the air to catch a toy.,A black dog jumps in the air to catch a toy.
0,A brown dog laying on a blue cover.,A person is diving into clear blue water.
0,The two boys play in the field.,The two people have their heads covered with scarves.
1,The two dogs are running through the grass.,Three dogs run in the snow.
2,A boy with a broken arm is resting in a bed.,A boy with a broken arm is sleeping.
2,boy doing tricks on a skateboard,A boy does a trick on a skateboard.
1,Three dogs playing in the snow.,Three dogs are playing in the water.
0,A little girl with a ribbon in her hair is picking her nose.,A little girl in a purple shirt and helmet is riding on a scooter.
0,A young girl going down a tube slide.,A young girl swinging off a tire swing
1,"Many people are in the bicycle racing, including one man in a three-wheeled bike.",A man riding on a three-wheeled wheelchair.
0,A group of people are wearing bunny ears.,A group of people ride in a race
2,"A dog in a ""superman"" shirt sleeps on a blanket.",A brown dog in a Superman shirt is laying on a blue blanket.
2,The white and brown dog runs across the grass.,A brown and white dog runs across the grass.
2,A brown dog is resting its paws on a laptop keyboard.,A dog sits with its paws on a laptop computer.
1,A young girl with glasses sits and holds two American flags.,A girl in glasses is looking over two American flags near a wooded area.
2,A small white and brown dog is jumping over a horizontal pole.,a brown and white dog jumping over a red and yellow pole
2,Two dogs are running through a grassy area.,Two dogs running through a grassy field.
0,A man is swinging on a rope above the water.,A man in warm clothes swinging on monkey bars at night.
2,Two Asian men and Asian woman sit in black massage chairs.,Two Asian men and a woman are relaxing in massage chairs.
2,A girl playing is a pile of colorful balls.,A little girl plays in a pit of colorful balls.
0,An older man is standing outside in front of a truck.,A woman dressed in green is roller skating outside at an event.
2,Smiling man with reflective classes.,A gentleman smiling and showing his reflective sunglasses.
2,five people standing on a sidewalk,Five people on a sidewalk.
0,The white dog runs across the snow.,A white bear walks along snow-covered ground and casts a shadow on the snow.
0,A young boy in a brown jacket playing with snow.,Two dogs are playing in the snow.
1,A man picking up a big rock.,A woman picking up a large rock.
2,A white and brown dog is running over grass.,A brown and white dog is running across the grass.
0,Man is carrying a tool box down the sidewalk.,A woman is riding a blue bicycle in a park.
2,"A man wearing a t-shirt that says ""Gigolo"" stands at the counter talking to someone.","A man wearing a shirt that says ""Gigolo"" is standing at a front desk area with his back to the camera."
0,A tent and a campsite in a sunlit forest.,A white dog on a beach is carrying a stick in its mouth.
2,Two large dogs running in some grass.,Two brindle dogs running in the grass.
1,A dog swimming with a stick in it's mouth.,A dog running with a stick in it's mouth.
1,A man playing fetch with two brown dogs.,A woman plays with a brown dog.
2,a dog is running across the sand with a stick in it's mouth.,A dog is running through a creek with a stick in its mouth.
2,A man is standing in water near a waterfall.,A man wades in the water and watches a water fall.
2,A tan dog jumps up to catch a tennis ball.,A red dog jumps an catches a tennis ball in its mouth.
1,The man is jumping into the water.,The man is up in the air.
1,A woman in a black shirt stands in front of bananas at a fruit stand.,a woman wearing black stands in front of a pickup truck.
0,A child is jumping into a swimming pool.,A dog jumping into a swimming pool.
2,A little boy jumping from one chair to another.,A young boy jumping from one chair to another in his house
0,"A girl swings her long, wet hair in a lake.",A person riding a dirt bike.
1,Two dogs playing by the shore.,Two dogs playing in the snow.
0,A little girl walks on a boardwalk with blue domes in the background.,A man going over a jump on his bike with a river in the background
1,"Two women sitting on a bench, their faces obscured, with one woman carrying an inflatable tiger and the other woman in a Disney snow white costume.",A girl sits on a bench holding an inflatable tiger next to another girl in a colorful outfit.
0,A guy and two girls are smiling at the camera.,"Three dogs, one white and two brown, are running together on a field of grass."
2,A dog swimming with a stick in it's mouth.,Dog swimming in the water with a stick in its mouth.
2,A black poodle plays in the snow.,A black poodle frolics in the snow.
0,two girls holding up a scary movie flyer,Two girls holding sacks are standing in a field.
2,Three boys are running on the beach playing a game.,Two young boys and one young man run on a beach with water behind them.
0,A girl is wearing a purple sash and matching skirt.,A group of girls stands wearing jean skirts and superman shirts.
0,a man wearing a grey jacket standing on the side of a street.,A boy wearing a blue life jacket is holding onto the side of a green boat.
2,A brown and black dog is jumping to catch a red ball.,A brown and black dog jumps for a red ball.
0,The tan dog runs through the leaves.,The white dog runs through the ocean.
0,A white and black dog is jumping into a pool.,A woman in a black apron is standing in front of a mirror.
2,A black and white dog is carrying a stick in its mouth.,The black and white dog has a stick in his paws.
2,A deer jumps a fence.,A deer jumping over a fence.
1,A little girl holds a wooden stick.,A little girl swimming in a pool.
1,A black dog jumps through the water.,A dog walks through the snow.
2,A group of people in front of a red fire truck.,A group of people are standing around a red fire truck.
2,a boy jumps into the blue pool water.,The young boy is jumping into the pool on his belly.
0,A blonde dog is catching a ball in its mouth in the snow.,A little blonde girl is sitting on a green chair.
2,Three children and playing and laughing on the floor.,Three children playing on the floor.
2,A man sits with fishing poles near a body of water.,A man sits on a rock next to a folding deck chair and a fishing pole.
0,A woman and a dog standing in the grass.,A man carries a sign while standing in the rain.
0,A man in a blue shirt is running in a stadium field.,A man wearing a blue hat and shirt is riding a white horse.
2,A black dog running through water.,A black dog is running through some water.
0,Children jumping on a trampoline.,A man is sledding on an orange slide.
2,A large brown dog is crouching in a grassy field.,A brown dog is running in a field.
1,A dog runs through the grass.,A dog runs through the snow.
0,A skier speeds through the snow.,A brown dog carrying a Frisbee runs through the snow.
2,Two people are playing golf on a golf course.,Two people are on a golf course playing golf.
0,A boy and a girl playing on the beach.,A dog playing in the waves with a ball.
0,The child in the red coat laid in the red mat.,The toddler is ready to climb the red piece of equipment.
2,Two dogs play in the grass.,Two dogs are playing in the grass.
2,A child in a blue and white team uniform chasing a soccer ball.,A young boy in a blue soccer uniform chasing a ball.
1,A softball player swinging at a pitch.,A baseball player hitting the ball
1,A man is kite surfing away from the camera.,A man is sky surfing on the water.
0,A black dog is running in the grass.,A boy running through green grass.
0,A little boy and a little girl playing together outside.,A young boy and a young girl walking towards each other
2,Two people sit on the end of a dock.,Two people sitting on a dock.
0,Two dogs in a yard.,Two dogs in a stream.
1,A man chases a dog trying to pass the barrier to enter a play area.,A man follows his black and white dog as it takes on an obstacle course.
2,The large brown and white dog is running through the snow.,St. Bernard dog running in the snowy field.
0,A bloody man and woman pose for a picture.,A man in woman dressed warmly pose for a picture.
0,A yellow dog is playing in a grassy area near flowers.,A girl is playing on a swing.
2,a boy plays with a noodle by the pool.,A boy plays with a foam noodle toy by a pool.
0,two big brown dogs running through the snow.,A brown dog running through the grass.
0,A young boy jumps into a pool with outstretched arms.,A dog jumps into a backyard pool.
2,A girl holds up a yellow balloon animal.,A child holds a yellow balloon.
0,Two dogs share a toy in a field of vegetation.,Two snowboarders are in the air over the snow.
0,A blond haired lady in white poses for the camera.,A black and white dog runs with its mouth open.
0,A dog runs through a field chasing a ball.,A child runs through the grass.
2,Two girls are sitting in front of a statue.,Two blonde girls are sitting next to a statue
2,A girl in orange lights a candle.,A girl in an orange shirt lights candles.
0,A white dog runs through a field of yellow flowers.,A dog with a red collar runs in a forest in the middle of winter.
1,An infant sitting on a cot reaching over to touch the face of an older boy.,A boy who seems ill is being touched in the face by a toddler.
2,A dog shaking off water.,A dog shaking water off.
0,Young boys running along the pavement.,A black dog running along the edge of the ocean.
2,A young child slides down an orange slide.,A little boy in denim overalls slides down an orange slide.
0,a black and white dog running through some red and white poles,Black and white dog in living room standing on hind legs.
2,"Three individuals are posing on skis behind a ""no skiing"" sign.",Three people on skis are standing behind a no skiing sign.
2,A man in a white suit walks down the street holding a newspaper.,A man in a white suit walks outside carrying a newspaper.
2,A black dog with a blue collar is running in the snow.,A black dog wearing a blue collar is running through the snow.
0,A dog is running toward the camera.,A brown and white dog running on grass.
1,a boy swinging on a swing.,The girl is on a swing.
2,A group of youngsters swim in lake water,Many children are playing and swimming in the water.
0,A blue and white soccer team playing against each other.,A topless woman with her face painted is covered in mud.
2,A brown dog about to catch a green Frisbee.,A brown dog waits for the Frisbee to come down before catching it.
1,A black and white dog is swimming in a large green lake.,A black dog runs fast into shallow water.
1,Two large black dogs are playing in a grassy field.,Two white dogs are running together.
1,The brown and black dog sprints across the snow.,A black dog is running quickly along the ground.
2,The man in the backpack looks to his left.,An adult male wearing a backpack walks and looks to the left.
0,An elderly man in a blue shirt is holding up a piece of canvas art.,A black man is walking next to a building in a big city.
0,Two skinny young boys playing with sand in the water.,Two dogs are shaking water off.
2,A small dog runs through an obstacle course.,A small dog jumping over an obstacle.
2,A brown dog running through the woods.,A brown dog runs through the grass.
2,A group of people are standing by a window watching something.,A group of people stand and wait to see something.
2,A dog is jumping over a barrier at a agility competition.,A dog jumping over an obstacle course fence.
2,Three people racing on ice skates.,Three ice skaters round a corner.
2,Two women contestants are walking their dogs in a dog show.,Two women walk there dogs at a dog show.
0,Two men on the side of a barge,A man is lying the grass with long hair and beard.
2,A brown dog in running on grass.,A brown dog runs through the grass.
0,A person is riding their bike on a trail next to the woods.,A small child in a yellow shirt is holding their arms out to the sides.
2,A woman in a black dress smiles in front of a silver truck.,A girl wearing a black top is smiling with a silver truck in the background.
0,A dog is on the beach near a ball.,A guy is going up for a lay-up on a basketball court.
1,A dog bounds across the brown grass.,Two dogs bound across the grass.
2,a woman playing with two young boys at a park,A woman and three kids play at a park.
1,A dog emerges form the water with a stick in its mouth.,A dog runs toward the camera with a stick in its mouth.
0,Three dogs playing in the snow.,The boy is playing in the sand.
2,A dog carries a leash in its mouth.,A fluffy dog carries a black leash in its mouth.
0,A man in jeans is playing with a ball while a woman in jeans stands nearby looking away.,A man is tying a red arm band around another mans arm in the street.
2,A skier is falling into the snow.,A skier is falling face first into the snow.
1,A dog with a red toy in it's mouth.,A brown dog is carrying a stick in its mouth.
2,Two hockey players fighting on the ice.,Two hockey players in a struggle on the ice.
0,Two terriers play on the wood floor of their home.,Two puppies play with a red chew toy in a field.
2,Two dogs running through a field.,Two dogs play in a field.
0,A man in a gray suit locking up a bicycle,A man and a woman standing on a city street.
2,A man in a black leather jacket is sleeping in a subway car.,A man in a black leather jacket falls asleep on public transportation.
2,A dog leaping over a hurdle.,A dog leaps over the hurdle.
0,Two men are setting up some electronic equpitment,Two dogs are wrestling on the ground in the snow.
0,A black dog is walking on the grass with a stick in it's mouth.,A boy holds a net with a snake in it close to the ground.
1,A girl runs with dogs in a dry field.,A grey dog and a tan dog playing on a grassy field.
2,Two dogs playing in the snow.,Two black dogs in the snow.
2,A dog leaps off a dock and into the water.,The black dog leaps off the dock and into the water.
0,a group of old men walking down the street,A couple walking down the street.
1,Three dogs standing in snow next to a blue fence.,Three dogs play in the shallows next to a rocky shore.
2,A black and white dog is running through the field.,A black and white dog is running in the grass.
0,A boy in black waves his arms while other people are behind him on a field.,a man in a black shirt is roller blading past a bench in the city.
0,An elderly woman rides a bicycle along a city street.,An elderly woman walking uphill crossing the street.
0,A young boy is punching a yellow ball.,A small dog jumps over a yellow beam.
0,A group of young ballerinas are in a dance studio.,A group of young ladies in bikinis.
0,A young boy in a white dress shirt is playing on a grassy plain.,A woman is getting her hair done at a salon.
0,A man and a dog are playing tug of war.,A man dances on a colorful wall.
2,A wet child shivers under a towel at a pool.,A wet child is shivering in a towel in front of a pool.
2,A white dog runs on a beach.,The white dog is running along the beach.
2,Six dogs running on the sandy beach.,Six dogs walking beside the beach.
2,A man holds on to a handle in the water.,A man is holding onto handles in the air.
2,A white dog walking in the snow.,A black and tan dog walking through the snow.
2,The white and brown dog runs across the grass.,Three dogs are running on the grass.
2,A boy goes down an inflatable slide.,A boy in red slides down an inflatable ride.
2,Two dogs playing with a ball in a puddle.,"Two dogs stand in a puddle, and one has a yellow tennis ball."
0,Three dogs are playing in the water.,Three dogs run in the snow.
0,Two dogs playing in the snow.,Two kids playing with a dog.
2,A girl does a back bend on the beach.,A girl doing a back bend at the beach.
1,The two dogs are playing fetch in the snow.,Two dogs are playing together in the grass.
2,Two surfers on riding a small wave.,Two surfers perform tricks in the waves.
2,Two people walking on the beach at sunset.,Two people walking along the shore at sunset.
2,two puppies playing around in the grass,Two dogs are wrestling in the grass.
2,A young girl is sitting on Santa's lap.,A little girl is sitting on Santa's lap
1,A black and white dog runs with its mouth open.,A black and white dog swims in blue water.
2,A young boy jumping in the air at the beach.,A boy jumping in the air on the beach.
2,Five men in tuxedos are walking down steps.,Five men in tuxedos walk down a set of steps
0,Man in red shorts and white shirt kicking a soccer ball.,A black dog stands in the surf holding a red rubber ball.
2,A man and dog on a rocky seashore.,Man and dog standing on rocks next to water
1,Brown dog splashing into the water.,Four dogs splashing in the water
0,The smiling woman at the beach is buried in seaweed.,A girl in a cowboy hat with a sheep on a leash.
2,A dog with big ears is holding a small stick in it's mouth.,A puppy with big ears chewing on a stick.
0,The large brown dog is jumping through the tall grass.,The girl wearing a blue shirt is running through a science center.
1,Two dogs fighting in the snow.,Two dogs playing in the snow.
1,A brown dog is in the middle of a line of dogs chasing a dirty tennis ball over dirt.,There are two white dogs and one brown dog chasing a ball.
0,A grey hound is active in a grassy field.,A bunch of bikes racing on a track.
0,Two people are racing a sidecar motorcycle in the mud.,The dog carrying a long stick in its mouth.
1,The man is sitting at the top of a rocky mountain.,A person sticks their head out of a tent at the top of a mountain.
0,A man standing on a boat is pulling another boat close by with a bamboo stick.,a man in a black hat standing in front of a brick wall and a sign
2,a man plays his white guitar.,a man playing a white guitar and singing as well
0,A person is skijoring with a dog in the mountains.,A brown dog is playing with a ball in the water.
1,Two shirtless young people playing in the water.,Lots of people play in the water at the beach.
2,Close-up of a hummingbird.,A closeup of a hummingbird flying.
0,Woman in a black dress walking on the street.,A woman watches a dog jump down the stairs.
1,A man and a woman looking at the camera.,A man and a woman laughing.
2,a brown dog running through the dirty muddy grass,The large brown dog is running outside in the dirt.
2,Three dogs pulling a man on a bicycle through the snow.,"The dogs are pulling a man on a type of bike, through the snow."
0,A baby in a red hat sitting in a stroller is holding a doll.,A man in a gray shirt sitting in a field of flowers.
2,"Three children playing with hay outdoors, throwing some at camera lens.","Three young children play in the hay, throwing some at the camera."
0,A climber is standing on the rock face next to the pink rope.,The children are running in the snow with fences in the background.
0,A black dog wearing an orange collar is entangled with fishing wire.,The black dog wearing a red collar shakes water off.
0,Two dogs are playing around in the dirt.,A dancer posing for the camera in a red and white dress.
2,A golden dog is running on the grass.,The large beige dog is running through the grass.
2,A dog runs through the grass.,a dog runs across the grass.
2,a man in red shorts is walking along rocks by a river carrying a stick.,A man is walking on rocks with water flowing around them.
0,Man rowing a boat.,a man doing a trick on skateboard
2,Three dogs running on a racetrack.,Three dogs round a bend at a racetrack.
0,A black and brown dog walks through the snow near a building.,An older man stands outside a old boarded up building.
2,A dog is jumping into a swimming pool after a duck.,A dog jumping into a swimming pool.
2,A dog running through a forest in the winter time,A dog running through a lot of twigs.
0,The girl is playing along with the images on the big screen.,Three girls holding umbrellas with their backs to the camera.
0,Many people run in a race on a street.,A puppy running along a street.
0,A man in swimming trunks is standing against some rocks.,A man in a gray shirt climbs a large rock wall.
0,Two white dogs walking in the snow.,A tan dog with a black collar barking in the snow.
1,A woman wearing a pink shirt jumps in the air with her arms and legs spread to her sides.,A man wearing suspenders and sunglasses leaps up in the air with his arms and legs spread out to the side.
1,A dog runs through the grass.,Two dogs run through the brush.
1,A dog running across the sand,A dog running through the water.
0,A woman is attempting to ride a small wave.,A man and woman sitting back to back outside in the sun.
0,The black and white dog is swimming in the river.,A black man and his dog on the beach.
2,Man standing on top of jagged rocks near the ocean.,A man is standing on top of rocks overlooking the ocean.
2,A girl in a black and blue wet suit is surfing.,A woman wearing a black and blue striped suit is surfing on a wave.
2,The woman is leading a dog through an obstacle course.,Woman leading her small dog through an obstacle course.
1,Two dogs on the beach.,A dog walks on the beach.
0,A young boy is standing on a gray tiled area.,A young boy is practicing his karate in a gym.
1,The dog is running with food in his mouth.,The dog is running with a yellow ball in his mouth.
2,Two dogs running down a beach.,two dogs running on the beach
0,A black and white dog swimming in the pool,A black and white dog running with something in his mouth.
2,A dog has it's head inside a red and green gift bag.,A pet playfully investigates the contents of a gift bag.
2,A yellow shirted man wearing a golden sun mask.,"A man in a yellow shirt wears a gold, sun-shaped mask."
0,A man is scalling a sheer rock face with a rope support.,A young man is doing a ski jump with a purple board.
2,A child with his hands on his head.,A little boy stands with his hands on top of his head
0,A man wearing a orange vest is canoeing in the blue water.,A man in an orange jacket raising his hands to the sky in the sand.
0,An old man in a black trench coat standing in a marketplace.,The baby is wearing a red shirt and walking in a plaza.
2,A man climbing a cliff face.,A man climbs a sheer cliff face.
0,Two girls are in pajama pants and appear to be dancing.,Two girls with baseball caps are eating a snack outside.
2,A white and brown dog playing with a black toy.,A white and brown dog is playing tug-o-war.
2,A boy plays baseball.,A man is playing baseball.
0,A boy wearing a red shirt runs across the grass with a furry dog.,A sports fan is wearing face paint in the stands.
0,A black dog retrieves in the snow.,A skateboarder jumping in the street.
2,A smiling man and a baby girl posing for photo.,A smiling man holds a small child wearing pink and red.
2,A dog jumping for a Frisbee in the snow.,A dog is jumping in the snow.
2,A brown and white dog with a pink collar is barking at a brown dog with a blue collar in the snow.,The dog with the red collar is bearing it's teeth at the dog with the blue collar.
2,Two brown dogs are biting each other.,Two brown dogs biting each other on sand.
2,A skateboarder attempts a trick on the side of a low wall.,A boy does skateboard tricks on a railing.
1,A young girl doing a back flip in the water.,a young girl wearing purple running through water
0,A snowboarder rides a snowboard down a railing beside a flight of steps.,A boy is grinding a skateboard down a concrete wall.
0,A woman with two men in hats socializing outside.,A young woman with a knit cap stands against the wall of a Domino's Pizza.
2,A small boy in a bathrobe is sitting in a metal chair.,A boy in a robe sits in a chair.
1,A black dog is running through the snow.,A black pit bull dog is running through the dirt.
2,a group of teenagers are dancing on a wooden floor.,A group of people in dark colored clothing are line dancing on a wooden floor.
0,A young boy is riding a bike.,A young girl laying on a blue inflatable toy
0,A black dog running in the snow.,A black dog running on a beach.
0,Three dogs in the snow by a fence.,Two dogs drink water in a lake.
0,A girl runs along a river bank with two black dogs.,A little boy is petting a tiger that is laying down.
0,"A teenage girl running on a beach shouting, with an older man walking behind her.",a young child running along the shore at a beach
0,A brown and white dog is walking next to a man on a skateboard.,A blond child is laying on a branch of a tree in a green field.
2,Man riding a surfboard on a wave.,A man in black on a surfboard riding a wave.
2,The man in the red shirt is climbing the side of a mountain.,A man is climbing the side of a mountain.
0,A man riding a motorcycle while wearing a black uniform.,A white motorcycle is being ridden around a race track.
0,a black dog swimming through a river.,a black dog digging through the snow.
2,A man and a woman are smiling.,A man and a woman laughing.
2,A man is standing on top of a rock or mountain watching the sun set.,A man standing in the mountains watching a sunset.
0,Two little girls are playing on a trampoline.,Two little boys are playing on a playground.
0,Two girls are jumping high in the air.,Two dogs nussle one another in the grass near a lake.
2,The woman holding a black purse is smoking a cigarette.,A woman with a black bag is smoking a cigarette
2,A dog is running along the grass.,A brown dog is running in the grass.
0,A man with long hair is looking through a camera.,A woman stands against a wall near a video camera.
2,Brown dog running on grass.,The dog is running on grass.
0,Two people wearing hats sit and look at the camera.,A man wearing a blue shirt makes a grouchy face.
2,Two girls playing with people and flowers behind them.,Two young girls wearing skirts are playing in a garden.
0,A girl in a pink shirt is sprawling her limbs out in midair.,A man dressed in a Santa suit is climbing up a large concrete building.
0,A little girl in a red shirt pulls a kite.,A girl in a red shirt takes a picture on a phone.
0,Child sliding in the snow.,Man sleeping on the street.
2,Three dogs are playing in the water.,Three dogs swim in the water.
2,A white dog running on sand.,A white dog runs on the sand.
0,A little girl with her hands in the air is sitting on a man's back while he is laying on a blanket.,A kid runs in the opposite direction of others who were playing a game.
0,a red and white race car racing on a dirt racetrack.,A person is riding a dirt bike in a race on a dirt track.
1,A black and white dog is running through a cow field.,A large black and white dog runs in the ocean water
0,A man in a straw hat shades his phone while others walk on a busy sidewalk.,A man lies on a street with his headand shoulders under a parked car that is jacked up.
0,A man with a messenger bag in front of a gray tile wall.,Man in red jacket standing in front of lighthouse.
2,A dog swims in the water.,Three dogs swim in the water.
2,A little white curly haired dog runs across the pavement with a stick in its mouth.,A white curly haired dog runs with a stick in it's mouth.
1,"The blonde woman is wearing a black, american flag, tartan cap.",A red-haired woman is wearing a black beret adorned with the American flag.
0,A person holding a net is standing in the water.,A black woman and two black children are sitting in a thatched tent.
0,A woman in an red tracksuit squeezing lemons in a press.,A young woman in a pink hoodie takes a picture.
2,a man walks two dogs on leashes down the street,A man walks two dogs in the city.
1,A dog is running in the snow.,Two dogs running in the dirt
0,A small boy playing in the snow.,The brown and white dog is playing in the snow.
2,A woman in a blue shirt and tan shorts sits at a table.,A smiling young woman in a tourquoise shirt and bandanna poses at table outdoors.
2,a white dog running in the snow,The dogs are running in the snow.
0,The black dog is running through the snow.,A race car driver is driving his car through the mud.
2,A dog wearing a green sweater and a backpack walking on snow.,A small dog wearing a green sweater and a backpack walks through snow.
0,A group of people sitting around a desk.,A group of girls on a beach.
1,Three dogs are running in a field.,Two dogs are running in a grassy field
0,A man and woman with their hands on their chins are standing next to a Christmas tree.,The man with a white beard and blue cap is standing in the doorway of a workshop.
0,The black and white dog has a stick in his paws.,A black dog and a white dog are standing on snow.
0,A white dog running through the snow,The black and white dog runs through the grass.
0,A man on skis on a snow-covered hill with mountains in the background,A dog enjoys a romp in the water with mountains and sand in the background.
0,A man on a bike nest to a river.,A man on a bike does a very high jump.
0,A skier going down the snowy hill.,A brown dog is laying in the snow.
2,Two dogs are running on the grass.,Two dogs running in the dirt
0,A man is spraying a fluid from a long hose at the beach.,A guy is sitting on his bike with one wheel in the air.
1,A person in a red vest is touching the blue ice skates on another person.,A lady fastens someone's ice skates in the snow.
